Name,Subject,PS,Year,WS,URL,,,,
A3787,MS&E,Tianjin University,2015,Shanghai Maritime University,https://sem.shmtu.edu.cn/2020/1126/c5333a35250/page.htm,,,,
A3788,MS&E,Tianjin University,2019,Xian Jiaotong University,http://som.xjtu.edu.cn/info/1015/3995.htm,,,,
A3789,MS&E,Tianjin University,2017,Tianjin University,http://come.tju.edu.cn/info/1084/5338.htm,,,,
A3790,MS&E,Tianjin University,2001,Tianjin University,http://come.tju.edu.cn/info/1084/1602.htm,,,,
A3791,MS&E,Tianjin University,,Tianjin University,http://come.tju.edu.cn/info/1084/1601.htm,,,,
A3792,MS&E,Tianjin University,2007,Tianjin University,http://come.tju.edu.cn/info/1084/1600.htm,,,,
A3793,MS&E,Tianjin University,2004,Tianjin University,http://come.tju.edu.cn/info/1084/1599.htm,,,,
A3794,MS&E,Tianjin University,2012,Tianjin University,http://come.tju.edu.cn/info/1089/3752.htm,,,,
A3795,MS&E,Tianjin University,2008,Tianjin University,http://come.tju.edu.cn/info/1089/3749.htm,,,,
A3796,MS&E,Tianjin University,2009,Tianjin University,http://come.tju.edu.cn/info/1089/3745.htm,,,,
A3797,MS&E,Tianjin University,2004,Tianjin University,http://come.tju.edu.cn/info/1089/3743.htm,,,,
A3798,MS&E,Tianjin University,2013,Tianjin University,http://come.tju.edu.cn/info/1089/3758.htm,,,,
A3799,MS&E,Tianjin University,2008,Tianjin University,http://come.tju.edu.cn/info/1089/3742.htm,,,,
A3800,MS&E,Tianjin University,,Beijing Institute of Technology,https://sme.bit.edu.cn/gbszdw/gbjxzy/gbsglgcx/b129323.htm,,,,
A3801,MS&E,Tianjin University,2018,University of Electronic Science and Technology of China,https://www.mgmt.uestc.edu.cn/jsnry.jsp?urltype=news.NewsContentUrl&wbtreeid=1020&wbnewsid=30009,,,,
A3802,MS&E,Tianjin University,2013,Hangzhou Dianzi University,http://management.hdu.edu.cn/2017/0913/c1009a35404/page.htm,,,,
A3803,MS&E,Tianjin University,2011,Hangzhou Dianzi University,http://management.hdu.edu.cn/2017/0913/c1009a35410/page.htm,,,,
A3804,MS&E,Tianjin University,2015,Hangzhou Dianzi University,http://management.hdu.edu.cn/2017/0913/c1009a35416/page.htm,,,,
A3805,BA,Tianjin University,2004,Minzu University of China,https://ms.muc.edu.cn/info/1134/1707.htm,,,,
A3806,BA,Tianjin University,2011,Henan Normal University,https://www.htu.edu.cn/sxy/2014/1110/c302a16639/page.htm,,,,
A3807,BA,Tianjin University,2020,Henan Normal University,https://www.htu.edu.cn/sxy/2020/1214/c302a184580/page.htm,,,,
A3808,BA,Tianjin University,2010,Shaanxi Normal University,http://ibs.snnu.edu.cn/info/1283/3809.htm,,,,
A3809,BA,Tianjin University,2002,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/l/84398.htm,,,,
A3810,BA,Tianjin University,2004,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/s/84425.htm,,,,
A3811,BA,Tianjin University,2009,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/w/84437.htm,,,,
A3812,BA,Tianjin University,2008,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/w/84435.htm,,,,
A3813,BA,Tianjin University,2002,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/w/84431.htm,,,,
A3814,BA,Tianjin University,2004,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/x/84444.htm,,,,
A3815,BA,Tianjin University,2001,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/z/84479.htm,,,,
A3816,BA,Tianjin University,2008,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/z/84474.htm,,,,
A3817,BA,Tianjin University,2010,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/z/84472.htm,,,,
A3818,BA,Tianjin University,2006,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/z/84469.htm,,,,
A3819,BA,Tianjin University,2005,Beijing University of Technology,https://www.bjut.edu.cn/jjyglxy/info/1119/1067.htm,,,,
A3820,BA,Tianjin University,2002,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/LiYing,,,,
A3821,BA,Tianjin University,2001,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/CaoHongduo,,,,
A3822,BA,Tianjin University,2012,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/WeiLijian,,,,
A3823,BA,Tianjin University,,Shanghai Jiao Tong University,https://www.acem.sjtu.edu.cn/faculty/hudaiping.html,,,,
A3824,BA,Tianjin University,,Shanghai Jiao Tong University,https://www.acem.sjtu.edu.cn/faculty/shenhuizhang.html,,,,
A3825,BA,Tianjin University,1996,Shanghai Jiao Tong University,https://www.acem.sjtu.edu.cn/faculty/xuboyi.html,,,,
A3826,BA,Tianjin University,2015,Dalian University of Technology,http://faculty.dlut.edu.cn/2016011038/zh_CN/index.htm,,,,
A3827,BA,Tianjin University,2008,Jinan University,https://ms.jnu.edu.cn/2019/1231/c13317a464225/page.htm,,,,
A3828,BA,Tianjin University,2006,Liaoning University,http://coba.lnu.edu.cn/info/1105/2031.htm,,,,
A3829,BA,Tianjin University,2004,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1075/4495.htm,,,,
A3830,BA,Tianjin University,2015,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1076/1314.htm,,,,
A3831,BA,Tianjin University,2020,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1077/4370.htm,,,,
A3832,BA,Tianjin University,2016,Nanjing Tech University,http://jgy.njtech.edu.cn/info/1022/2115.htm,,,,
A3833,BA,Tianjin University,2016,Shandong Technology and Business University,https://gsgl.sdtbu.edu.cn/info/1055/4053.htm,,,,
A3834,BA,Tianjin University,2004,University of Science and Technology Beijing,https://sem.ustb.edu.cn/szll/szdw/szm/qb/cxsh/index.htm,,,,
A3835,BA,Tianjin University,2009,Qingdao University of Technology,http://glxy.qut.edu.cn/info/1010/2365.htm,,,,
A3836,BA,Tianjin University,2007,Qingdao University of Technology,http://glxy.qut.edu.cn/info/1010/2362.htm,,,,
A3837,BA,Tianjin University,2004,Qingdao University of Technology,http://glxy.qut.edu.cn/info/1010/2380.htm,,,,
A3838,BA,Tianjin University,2012,Xian Technological University,https://jgxy.xatu.edu.cn/info/1077/3597.htm,,,,
A3839,BA,Tianjin University,2020,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1255/12604.htm,,,,
A3840,BA,Tianjin University,2004,Xiangtan University,http://business.xtu.edu.cn/index.jsp?cc=cshizidw&cd=teacher&ac=view&id=100076,,,,
A3841,BA,Tianjin University,2015,Xiangtan University,http://business.xtu.edu.cn/index.jsp?cc=cshizidw&cd=teacher&ac=view&id=100223,,,,
A3842,BA,Tianjin University,2020,Zhejiang University of Finance  and  Economics,https://cba.zufe.edu.cn/info/1034/10098.htm,,,,
A3843,BA,Tianjin University,2008,Shanghai University,https://ms.shu.edu.cn/info/1269/15169.htm,,,,
A3844,BA,Tianjin University,2019,Shanghai University,https://ms.shu.edu.cn/info/1269/15196.htm,,,,
A3845,BA,Tianjin University,2002,Huaqiao University,https://ggxy.hqu.edu.cn/info/1164/3933.htm,,,,
A3846,BA,Tianjin University,2018,Beijing International Studies University,http://guoshang.bisu.edu.cn/art/2018/5/3/art_11683_173472.html,,,,
A3847,MS&E,Tianjin University,2007,Qingdao University of Technology,2022-5-122 from李爽,,,,
A3848,MS&E,Tianjin University,2007,Harbin Engineering University,2022-5-123 from李爽,,,,
A3849,MS&E,Tianjin University,2007,Zhongnan University of Economics and Law,2022-5-124 from李爽,,,,
A3850,MS&E,Tianjin University,2007,Tianjin University of Technology,2022-5-125 from李爽,,,,
A3851,MS&E,Tianjin University,2006,Shanghai University of Medicine  and  Health Sciences,2022-5-126 from李爽,,,,
A3852,MS&E,Tianjin University,2006,Heze University,2022-5-127 from李爽,,,,
A3853,MS&E,Tianjin University,2006,Anhui University,2022-5-128 from李爽,,,,
A3854,MS&E,Tianjin University,2006,Tianjin University of Commerce,2022-5-129 from李爽,,,,
A3855,MS&E,Tianjin University,2006,Hebei University,2022-5-130 from李爽,,,,
A3856,MS&E,Tianjin University,2006,Tianjin University of Technology,2022-5-131 from李爽,,,,
A3857,MS&E,Tianjin University,2006,Tianjin University of Science and Technology,2022-5-132 from李爽,,,,
A3858,MS&E,Tianjin University,2006,Tianjin University,2022-5-133 from李爽,,,,
A3859,MS&E,Tianjin University,2006,Shandong Technology and Business University,2022-5-134 from李爽,,,,
A3860,MS&E,Tianjin University,2004,Taiyuan University,2022-5-166 from李爽,,,,
A3861,MS&E,Tianjin University,2004,Tianjin University,2022-5-167 from李爽,,,,
A3862,MS&E,Tianjin University,2004,Hebei University of Engineering,2022-5-168 from李爽,,,,
A3863,MS&E,Tianjin University,2004,Dalian University of Technology,2022-5-169 from李爽,,,,
A3864,MS&E,Tianjin University,2004,Hebei University of Engineering,2022-5-170 from李爽,,,,
A3865,MS&E,Tianjin University,2004,Hebei University of Economics and Business,2022-5-171 from李爽,,,,
A3866,MS&E,Tianjin University,2003,Tianjin University of Technology and Education,2022-5-188 from李爽,,,,
A3867,MS&E,Tianjin University of Finance and Economics,2017,Tianjin University of Technology,https://ms.tjut.edu.cn/info/1134/2425.htm,,,,
A3868,BA,Tianjin University of Finance and Economics,2018,Anhui Normal University,https://jgxy.ahnu.edu.cn/info/1174/9714.htm,,,,
A3869,BA,Tianjin University of Finance and Economics,2008,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/y/84454.htm,,,,
A3870,BA,Tianjin University of Finance and Economics,1996,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/YuHongyan,,,,
A3871,BA,Tianjin University of Finance and Economics,2006,Shandong University,https://www.glxy.sdu.edu.cn/info/1100/3363.htm,,,,
A3872,BA,Tianjin University of Finance and Economics,2009,Liaoning University,http://coba.lnu.edu.cn/info/1103/1985.htm,,,,
A3873,BA,Tianjin University of Finance and Economics,2013,Xiangtan University,http://business.xtu.edu.cn/index.jsp?cc=cshizidw&cd=teacher&ac=view&id=100193,,,,
A3874,MS&E,Tongji University,2020,Northeastern University,http://sba.neu.edu.cn/2021/0309/c5179a188770/page.htm,,,,
A3875,MS&E,Tongji University,2015,Harbin Institute of Technology,http://homepage.hit.edu.cn/jiangguangxin,,,,
A3876,MS&E,Tongji University,,Fudan University,https://www.fdsm.fudan.edu.cn/AboutUs/preview.html?uid=012006,,,,
A3877,MS&E,Tongji University,2006,Tongji University,https://sem.tongji.edu.cn/semch/15140.html,,,,
A3878,MS&E,Tongji University,2006,Xiamen University,http://stats.xmu.edu.cn/info/1026/1043.htm,,,,
A3879,MS&E,Tongji University,2013,South China University of Technology,,,,,
A3880,MS&E,Tongji University,,University of Jinan,http://sxy.ujn.edu.cn/info/1154/3317.htm,,,,
A3881,MS&E,Tongji University,2016,Shandong University,https://www.glxy.sdu.edu.cn/info/1099/3480.htm,,,,
A3882,MS&E,Tongji University,,Zhejiang University of Finance  and  Economics,https://cba.zufe.edu.cn/info/1033/1764.htm,,,,
A3883,MS&E,Tongji University,2009,Donghua University,https://glxy.dhu.edu.cn/42/13/c20164a279059/page.htm,,,,
A3884,MS&E,Tongji University,2020,Donghua University,https://glxy.dhu.edu.cn/42/66/c20164a279142/page.htm,,,,
A3885,MS&E,Tongji University,2011,Donghua University,https://glxy.dhu.edu.cn/42/40/c20164a279104/page.htm,,,,
A3886,MS&E,Tongji University,2013,Xidian University,https://faculty.xidian.edu.cn/SBZ1/zh_CN/index.htm,,,,
A3887,MS&E,Tongji University,2006,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/201307/t20130730_98273.htm,,,,
A3888,MS&E,Tongji University,2009,Jiangxi University of Finance and Economics,http://business.jxufe.edu.cn/news-show-210.html,,,,
A3889,MS&E,Tongji University,2005,Jiangxi University of Finance and Economics,http://www.jxufe.edu.cn/,,,,
A3890,MS&E,Tongji University,,University of Shanghai for Science and Technology,https://bs.usst.edu.cn/2020/0630/c10586a226334/page.htm,,,,
A3891,MS&E,Tongji University,,University of Shanghai for Science and Technology,https://bs.usst.edu.cn/2020/0630/c10586a226788/page.htm,,,,
A3892,MS&E,Tongji University,,Shanghai University of Finance and Economics,https://sime.sufe.edu.cn/5b/7b/c10574a154491/page.htm,,,,
A3893,MS&E,Tongji University,2006,Shanghai University of Finance and Economics,https://sime.sufe.edu.cn/5b/70/c10574a154480/page.htm,,,,
A3894,MS&E,Tongji University,,Shenzhen University,https://ma.szu.edu.cn/szll1/axx/gsglx/cl.htm,,,,
A3895,MS&E,Tongji University,,Shandong University of Finance and Economics,https://gkgc.sdufe.edu.cn/info/1117/2583.htm,,,,
A3896,MS&E,Tongji University,2007,Shanghai Maritime University,https://sem.shmtu.edu.cn/2020/1126/c5331a35224/page.htm,,,,
A3897,MS&E,Tongji University,2003,Shanghai Maritime University,https://sem.shmtu.edu.cn/2020/1126/c5332a35235/page.htm,,,,
A3898,MS&E,Tongji University,2008,Tongji University,https://sem.tongji.edu.cn/semch/15139.html,,,,
A3899,MS&E,Tongji University,2008,Hangzhou Dianzi University,http://management.hdu.edu.cn/2017/0913/c1009a35386/page.htm,,,,
A3900,MS&E,Tongji University,2013,Hangzhou Dianzi University,http://management.hdu.edu.cn/2017/0913/c1009a35422/page.htm,,,,
A3901,BA,Tongji University,2014,Ningbo University,http://nbubs.nbu.edu.cn/info/2038/15355.htm,,,,
A3902,BA,Tongji University,,Ningbo University,http://nbubs.nbu.edu.cn/info/2038/12397.htm,,,,
A3903,BA,Tongji University,2020,Anhui Normal University,https://jgxy.ahnu.edu.cn/info/1174/9721.htm,,,,
A3904,BA,Tongji University,,Shanghai International Studies University,http://www.sbm.shisu.edu.cn/hyj/list.htm,,,,
A3905,BA,Tongji University,2007,Shanghai International Studies University,http://www.sbm.shisu.edu.cn/jzb/list.htm,,,,
A3906,BA,Tongji University,,Shanghai International Studies University,http://www.sbm.shisu.edu.cn/sss/list.htm,,,,
A3907,BA,Tongji University,2019,Dongbei University of Finance and Economics,"https://sba.dufe.edu.cn/CollegeFaculty/DetailsTeachers?id=20200026&column=renliziyuan,renliziyuanjianzhi",,,,
A3908,BA,Tongji University,2014,Nanjing Audit University,https://sea.nau.edu.cn/2021/0609/c7387a80211/page.htm,,,,
A3909,BA,Tongji University,2012,Henan University of Economics and Law,http://gs.huel.edu.cn/info/1007/1214.htm,,,,
A3910,BA,Tongji University,2012,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1075/1284.htm,,,,
A3911,BA,Tongji University,2000,Nanjing Tech University,http://jgy.njtech.edu.cn/info/1022/2122.htm,,,,
A3912,BA,Tongji University,2018,Qingdao University of Technology,http://glxy.qut.edu.cn/info/1010/4080.htm,,,,
A3913,BA,Tongji University,,Qingdao University of Technology,http://glxy.qut.edu.cn/info/1010/4079.htm,,,,
A3914,BA,Tongji University,2016,Qingdao University of Technology,http://glxy.qut.edu.cn/info/1010/4007.htm,,,,
A3915,BA,Tongji University,2020,Qingdao University of Technology,http://glxy.qut.edu.cn/info/1010/4089.htm,,,,
A3916,BA,Tongji University,2017,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1255/12608.htm,,,,
A3917,BA,Tongji University,2008,Zhejiang University of Finance  and  Economics,https://cba.zufe.edu.cn/info/1032/1712.htm,,,,
A3918,BA,Tongji University,2008,Zhengzhou University of Aeronautics,http://sxy.zua.edu.cn/info/1266/4569.htm,,,,
A3919,BA,Tongji University,,Chongqing Technology and Business University,https://mse.ctbu.edu.cn/info/1157/11243.htm,,,,
A3920,BA,Tongji University,2008,Shanghai University,https://ms.shu.edu.cn/info/1258/15092.htm,,,,
A3921,BA,Tongji University,,Shanghai University,https://ms.shu.edu.cn/info/1258/15082.htm,,,,
A3922,BA,Tongji University,,Shanghai University,https://ms.shu.edu.cn/info/1258/15077.htm,,,,
A3923,BA,Tongji University,2012,Shanghai University,https://ms.shu.edu.cn/info/1258/15072.htm,,,,
A3924,BA,Tongji University,2008,Shanghai University,https://ms.shu.edu.cn/info/1258/15063.htm,,,,
A3925,BA,Tongji University,2008,Shanghai University,https://ms.shu.edu.cn/info/1257/15673.htm,,,,
A3926,BA,Tongji University,,Shanghai University,https://ms.shu.edu.cn/info/1257/15052.htm,,,,
A3927,BA,Tongji University,,Shanghai University,https://ms.shu.edu.cn/info/1257/15031.htm,,,,
A3928,BA,Tongji University,2017,Huaqiao University,https://ggxy.hqu.edu.cn/info/1155/6459.htm,,,,
A3929,MS&E,Tongji University,2008,Soochow University,2022-5-214 from李爽,,,,
A3930,MS&E,Tongji University,2008,Shanghai University of Finance and Economics,2022-5-215 from李爽,,,,
A3931,MS&E,Tongji University,2008,Suzhou University of Science and Technology,2022-5-216 from李爽,,,,
A3932,MS&E,Tongji University,2008,Tongji University,2022-5-217 from李爽,,,,
A3933,MS&E,Tongji University,2008,Jiangxi University of Finance and Economics,2022-5-218 from李爽,,,,
A3934,MS&E,Tongji University,2008,Tongji University,2022-5-219 from李爽,,,,
A3935,MS&E,Tongji University,2008,Wuhan University,2022-5-220 from李爽,,,,
A3936,MS&E,Tongji University,2008,Zhejiang Normal University,2022-5-221 from李爽,,,,
A3937,MS&E,Tongji University,2008,Shanghai University of Electric Power,2022-5-222 from李爽,,,,
A3938,MS&E,Tongji University,2008,Tongji University,2022-5-223 from李爽,,,,
A3939,MS&E,Tongji University,2008,Shanghai University,2022-5-224 from李爽,,,,
A3940,MS&E,Tongji University,2008,Tongji University,2022-5-225 from李爽,,,,
A3941,MS&E,Tsinghua University,,Overseas,https://www.cb.cityu.edu.hk/staff/zhanksun/,,,,
A3942,MS&E,Tsinghua University,1994,Tsinghua University,https://thurid.lib.tsinghua.edu.cn/scholar/650601,,,,
A3943,MS&E,Tsinghua University,2006,Tsinghua University,https://www.sem.tsinghua.edu.cn/info/1210/31821.htm,,,,
A3944,MS&E,Tsinghua University,2005,Tsinghua University,https://www.sem.tsinghua.edu.cn/info/1210/31912.htm,,,,
A3945,MS&E,Tsinghua University,2002,Tsinghua University,https://www.sem.tsinghua.edu.cn/info/1210/32049.htm,,,,
A3946,MS&E,Tsinghua University,2004,Tsinghua University,https://www.sem.tsinghua.edu.cn/info/1210/31915.htm,,,,
A3947,MS&E,Tsinghua University,2000,Tsinghua University,https://www.sem.tsinghua.edu.cn/info/1210/33198.htm,,,,
A3948,MS&E,Tsinghua University,2000,Tsinghua University,https://www.sem.tsinghua.edu.cn/info/1210/32067.htm,,,,
A3949,MS&E,Tsinghua University,2003,Tsinghua University,https://www.sem.tsinghua.edu.cn/info/1210/32204.htm,,,,
A3950,MS&E,Tsinghua University,2019,University of Science and Technology of China,http://bs.ustc.edu.cn/chinese/profile-1876.html,,,,
A3951,MS&E,Tsinghua University,2017,University of Science and Technology of China,http://bs.ustc.edu.cn/chinese/profile-403.html,,,,
A3952,MS&E,Tsinghua University,2016,University of Science and Technology of China,http://bs.ustc.edu.cn/chinese/profile-1846.html,,,,
